Chromophore,Solvent,Quantum yield
Cc1ccc2nc3[nH]c(=O)[nH]c(=O)c3nc2c1C,CC#N,0.041
Cc1cc(C)c2nc3c(=O)[nH]c(=O)[nH]c3nc2c1,CC#N,0.02
Cc1ccc(C)c2nc3c(=O)[nH]c(=O)[nH]c3nc12,CC#N,0.08
Cc1cc2nc3[nH]c(=O)[nH]c(=O)c3nc2cc1C,CC#N,0.028
Cc1cc2nc3c(=O)[nH]c(=O)n(C)c3nc2cc1C,CC#N,0.027
Cc1cc2nc3[nH]c(=O)n(C)c(=O)c3nc2cc1C,CC#N,0.026
Cc1cc2nc3c(=O)n(C)c(=O)n(C)c3nc2cc1C,CC#N,0.028
Cc1cc(C)c2nc3[nH]c(=O)[nH]c(=O)c3nc2c1,CC#N,0.043
Cc1ccc2nc3c(=O)[nH]c(=O)[nH]c3nc2c1C,CC#N,0.019
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C,CC#N,0.16
Cc1cc2nc3c(=O)n(C)c(=O)nc-3n(C)c2cc1C,CC#N,0.17
Cc1cccc2c1nc1c(=O)n(C)c(=O)nc-1n2C,CC#N,0.14
Cc1ccc2c(c1)nc1c(=O)n(C)c(=O)nc-1n2C,CC#N,0.43
Cc1ccc2nc3c(=O)n(C)c(=O)nc-3n(C)c2c1,CC#N,0.28
Cc1cccc2nc3c(=O)n(C)c(=O)nc-3n(C)c12,CC#N,0.07
Cn1c(=O)nc2n(C)c3ccccc3nc-2c1=O,CC#N,0.38
CN(C)c1ccc(-c2nc(C#N)c(C#N)n2C)cc1,C1CCCCC1,0.85
CN(C)c1ccc(-c2nc(C#N)c(C#N)n2C)cc1,ClC(Cl)Cl,0.73
CN(C)c1ccc(-c2nc(C#N)c(C#N)n2C)cc1,CC#N,0.02
CN(C)c1ccc(-c2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,C1CCCCC1,0.98
CN(C)c1ccc(-c2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,ClC(Cl)Cl,0.73
CN(C)c1ccc(-c2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,CC#N,0.013
CN(C)c1ccc(-c2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,CO,0.011
CN(C)c1ccc(/C=C/c2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,C1CCCCC1,0.17
CN(C)c1ccc(/C=C/c2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,ClC(Cl)Cl,0.16
CN(C)c1ccc(C#Cc2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,C1CCCCC1,0.84
CN(C)c1ccc(C#Cc2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,ClC(Cl)Cl,0.88
O=C([O-])c1ccccc1O,O,0.16
Cc1ccc(C(=O)[O-])c(O)c1,O,0.11
COc1ccc(C(=O)[O-])c(O)c1,O,0.042
Nc1ccc(C(=O)[O-])c(O)c1,O,0.014
Cc1ccc(O)c(C(=O)[O-])c1,O,0.16
COc1ccc(O)c(C(=O)[O-])c1,O,0.19
Nc1ccc(O)c(C(=O)[O-])c1,O,0.03
O=C([O-])c1ccccc1O,CO,0.26
Cc1ccc(O)c(C(=O)[O-])c1,CO,0.27
COc1ccc(O)c(C(=O)[O-])c1,CO,0.25
Nc1ccc(O)c(C(=O)[O-])c1,CO,0.091
Cc1ccc(C(=O)[O-])c(O)c1,CO,0.079
COc1ccc(C(=O)[O-])c(O)c1,CO,0.21
Nc1ccc(C(=O)[O-])c(O)c1,CO,0.022
O=S(=O)(c1cccc(-n2c3ccccc3c3ccccc32)c1)c1cccc(-n2c3ccccc3c3ccccc32)c1,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,0.218
O=S(=O)(c1cccc(N2c3ccccc3Sc3ccccc32)c1)c1cccc(N2c3ccccc3Sc3ccccc32)c1,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,0.116
O=S(=O)(c1cccc(N2c3ccccc3Oc3ccccc32)c1)c1cccc(N2c3ccccc3Oc3ccccc32)c1,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,0.321
CC1(C)c2ccccc2N(c2cccc(S(=O)(=O)c3cccc(N4c5ccccc5C(C)(C)c5ccccc54)c3)c2)c2ccccc21,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,0.365
O=S(=O)(c1cccc(-n2c3ccccc3c3ccccc32)c1)c1cccc(-n2c3ccccc3c3ccccc32)c1,CCCCC(CC)n1c2ccc(-n3c4ccccc4c4ccccc43)cc2c2cc(-n3c4ccccc4c4ccccc43)ccc21,0.109
O=S(=O)(c1cccc(N2c3ccccc3Sc3ccccc32)c1)c1cccc(N2c3ccccc3Sc3ccccc32)c1,CCCCC(CC)n1c2ccc(-n3c4ccccc4c4ccccc43)cc2c2cc(-n3c4ccccc4c4ccccc43)ccc21,0.082
O=S(=O)(c1cccc(N2c3ccccc3Oc3ccccc32)c1)c1cccc(N2c3ccccc3Oc3ccccc32)c1,CCCCC(CC)n1c2ccc(-n3c4ccccc4c4ccccc43)cc2c2cc(-n3c4ccccc4c4ccccc43)ccc21,0.208
CC1(C)c2ccccc2N(c2cccc(S(=O)(=O)c3cccc(N4c5ccccc5C(C)(C)c5ccccc54)c3)c2)c2ccccc21,CCCCC(CC)n1c2ccc(-n3c4ccccc4c4ccccc43)cc2c2cc(-n3c4ccccc4c4ccccc43)ccc21,0.239
O=S(=O)(c1cccc(-n2c3ccccc3c3ccccc32)c1)c1cccc(-n2c3ccccc3c3ccccc32)c1,O=S(=O)(c1cccc(-n2c3ccccc3c3ccccc32)c1)c1cccc(-n2c3ccccc3c3ccccc32)c1,0.244
O=S(=O)(c1cccc(N2c3ccccc3Sc3ccccc32)c1)c1cccc(N2c3ccccc3Sc3ccccc32)c1,O=S(=O)(c1cccc(N2c3ccccc3Sc3ccccc32)c1)c1cccc(N2c3ccccc3Sc3ccccc32)c1,0.092
O=S(=O)(c1cccc(N2c3ccccc3Oc3ccccc32)c1)c1cccc(N2c3ccccc3Oc3ccccc32)c1,O=S(=O)(c1cccc(N2c3ccccc3Oc3ccccc32)c1)c1cccc(N2c3ccccc3Oc3ccccc32)c1,0.119
CC1(C)c2ccccc2N(c2cccc(S(=O)(=O)c3cccc(N4c5ccccc5C(C)(C)c5ccccc54)c3)c2)c2ccccc21,CC1(C)c2ccccc2N(c2cccc(S(=O)(=O)c3cccc(N4c5ccccc5C(C)(C)c5ccccc54)c3)c2)c2ccccc21,0.331
CCn1nc(-c2ccccc2)c2ccc3[o+]c(-c4ccccc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],ClCCl,0.56
CCn1nc(-c2ccc(F)cc2)c2ccc3[o+]c(-c4ccc(F)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],ClCCl,0.57
CCn1nc(-c2ccc(C)cc2)c2ccc3[o+]c(-c4ccc(C)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],ClCCl,0.57
CCn1nc(-c2ccccc2)c2ccc3[o+]c(-c4ccccc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],ClC(Cl)Cl,0.56
CCn1nc(-c2ccc(F)cc2)c2ccc3[o+]c(-c4ccc(F)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],ClC(Cl)Cl,0.54
CCn1nc(-c2ccc(C)cc2)c2ccc3[o+]c(-c4ccc(C)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],ClC(Cl)Cl,0.5
CCn1nc(-c2ccccc2)c2ccc3[o+]c(-c4ccccc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],CC#N,0.5
CCn1nc(-c2ccc(F)cc2)c2ccc3[o+]c(-c4ccc(F)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],CC#N,0.64
CCn1nc(-c2ccc(C)cc2)c2ccc3[o+]c(-c4ccc(C)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],CC#N,0.67
CCn1nc(-c2ccccc2)c2ccc3[o+]c(-c4ccccc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],CC(C)=O,0.48
CCn1nc(-c2ccc(F)cc2)c2ccc3[o+]c(-c4ccc(F)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],CC(C)=O,0.53
CCn1nc(-c2ccc(C)cc2)c2ccc3[o+]c(-c4ccc(C)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],CC(C)=O,0.58
CCn1nc(-c2ccccc2)c2ccc3[o+]c(-c4ccccc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],C1CCOC1,0.61
CCn1nc(-c2ccc(F)cc2)c2ccc3[o+]c(-c4ccc(F)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],C1CCOC1,0.55
CCn1nc(-c2ccc(C)cc2)c2ccc3[o+]c(-c4ccc(C)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],C1CCOC1,0.53
CCn1nc(-c2ccccc2)c2ccc3[o+]c(-c4ccccc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],CS(C)=O,0.03
CCn1nc(-c2ccc(F)cc2)c2ccc3[o+]c(-c4ccc(F)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],CS(C)=O,0.03
CCn1nc(-c2ccc(C)cc2)c2ccc3[o+]c(-c4ccc(C)cc4)c4ccc1c2c34.[O-][Cl+3]([O-])([O-])[O-],CS(C)=O,0.15
CN(C)c1ccc(/C=C/c2nc3c(ccc4ccccc43)s2)cc1,C1CCCCC1,0.012
FC(F)(F)c1ccc(/C=C/c2nc3c(ccc4ccccc43)s2)cc1,C1CCCCC1,0.14
CC(C)c1ccc(/C=C/c2nc3ccc(N(C)C)cc3s2)cc1,C1CCCCC1,0.51
FC(F)(F)c1ccc(/C=C/c2nc3c(ccc4ccccc43)s2)cc1,CC#N,0.14
CC(C)c1ccc(/C=C/c2nc3ccc(N(C)C)cc3s2)cc1,CC#N,0.54
CN(C)c1ccc2nc(-c3ccccc3)sc2c1,C1CCCCC1,0.84
CN(C)c1ccc2nc(-c3ccccc3)sc2c1Cl,C1CCCCC1,0.023
CC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,C1CCCCC1,0.88
CC(=O)c1ccc(-c2nc3ccc(N(C)C)c(Cl)c3s2)cc1,C1CCCCC1,0.5
CC(=O)c1ccc(-c2nc3ccc(N(C)C)c(Br)c3s2)cc1,C1CCCCC1,0.11
CN(C)c1ccc2nc(-c3ccccc3)sc2c1,ClC(Cl)Cl,0.84
CN(C)c1ccc2nc(-c3ccccc3)sc2c1Cl,ClC(Cl)Cl,0.34
CC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,ClC(Cl)Cl,0.99
CC(=O)c1ccc(-c2nc3ccc(N(C)C)c(Cl)c3s2)cc1,ClC(Cl)Cl,0.9
CC(=O)c1ccc(-c2nc3ccc(N(C)C)c(Br)c3s2)cc1,ClC(Cl)Cl,0.82
CN(C)c1ccc2nc(-c3ccccc3)sc2c1,CC#N,0.83
CN(C)c1ccc2nc(-c3ccccc3)sc2c1Cl,CC#N,0.52
CC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,CC#N,0.88
CC(=O)c1ccc(-c2nc3ccc(N(C)C)c(Cl)c3s2)cc1,CC#N,0.7
CC(=O)c1ccc(-c2nc3ccc(N(C)C)c(Br)c3s2)cc1,CC#N,0.54
CN(C)c1ccc2nc(-c3ccccc3)sc2c1,CO,0.94
CN(C)c1ccc2nc(-c3ccccc3)sc2c1Cl,CO,0.55
CC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,CO,0.041
CC(=O)c1ccc(-c2nc3ccc(N(C)C)c(Cl)c3s2)cc1,CO,0.054
CC(=O)c1ccc(-c2nc3ccc(N(C)C)c(Br)c3s2)cc1,CO,0.046
CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,CCCCCC,0.59
CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,Cc1ccccc1,0.49
CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,C1CCOC1,0.54
CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,ClC(Cl)Cl,0.58
CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,CS(C)=O,0.91
CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,CC#N,0.34
CCCCCCCCN1c2ccc(C#Cc3ccc(OC)cc3)cc2Sc2cc(C=O)ccc21,CO,0.07
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,CCCCCC,0.48
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,Cc1ccccc1,0.52
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,C1CCOC1,0.64
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,ClC(Cl)Cl,0.4
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,CS(C)=O,0.75
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,CC#N,0.24
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,CO,0.07
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=O)ccc21,CCCCCC,0.57
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=O)ccc21,Cc1ccccc1,0.62
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=O)ccc21,C1CCOC1,0.67
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=O)ccc21,ClC(Cl)Cl,0.59
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=O)ccc21,CS(C)=O,0.72
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=O)ccc21,CC#N,0.63
CCCCCCCCN1c2ccc(C#Cc3ccc(C(F)(F)F)cc3)cc2Sc2cc(C=O)ccc21,CO,0.23
CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21,CCCCCC,0.6
CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21,Cc1ccccc1,0.67
CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21,C1CCOC1,0.53
CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21,ClC(Cl)Cl,0.63
CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21,CS(C)=O,0.77
CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21,CC#N,0.53
CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21,CO,0.11
Cc1cc(=O)c2ccc(N)cc2o1,CCOC(C)=O,0.028
Cc1cc(=O)c2ccc(N)cc2o1,C1CCOC1,0.11
Cc1cc(=O)c2ccc(N)cc2o1,CCCCO,0.785
Cc1cc(=O)c2ccc(N)cc2o1,CS(C)=O,0.201
Cc1cc(=O)c2ccc(N)cc2o1,CN(C)C=O,0.718
Cc1cc(=O)c2ccc(N)cc2o1,CCCO,0.8498
Cc1cc(=O)c2ccc(N)cc2o1,CC(C)O,0.7599
Cc1cc(=O)c2ccc(N)cc2o1,CO,0.6994
Cc1cc(=O)c2ccc(N)cc2o1,O,0.5569
N#Cc1coc2ccccc2c1=O,C1CCOC1,0.035
O=C([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1-c1c2cc(Cl)c(=O)c(Cl)c-2oc2c(Cl)c(O)c(Cl)cc12,O,0.628
CC(C)(C)c1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(C(C)(C)C)cc4)cc3)c3ccc(-c4nc5ccccc5nc4-c4ccc(N(c5ccc(/C=C/c6ccc(C(C)(C)C)cc6)cc5)c5ccc(/C=C/c6ccc(C(C)(C)C)cc6)cc5)cc4)cc3)cc2)cc1,C1CCOC1,0.72
CCCCCCOc1ccc(/C=C/c2ccc(N(c3ccc(/C=C/c4ccc(OCCCCCC)cc4)cc3)c3ccc(-c4nc5ccccc5nc4-c4ccc(N(c5ccc(/C=C/c6ccc(OCCCCCC)cc6)cc5)c5ccc(/C=C/c6ccc(OCCCCCC)cc6)cc5)cc4)cc3)cc2)cc1,C1CCOC1,0.66
C(=C/c1ccc(N(c2ccc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)c2ccc(-c3nc4ccccc4nc3-c3ccc(N(c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)c4ccc(/C=C/c5ccc(N(c6ccccc6)c6ccccc6)cc5)cc4)cc3)cc2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,C1CCOC1,0.62
C(=C/c1ccccn1)\c1ccc(N(c2ccc(/C=C/c3ccccn3)cc2)c2ccc(-c3nc4ccccc4nc3-c3ccc(N(c4ccc(/C=C/c5ccccn5)cc4)c4ccc(/C=C/c5ccccn5)cc4)cc3)cc2)cc1,C1CCOC1,0.55
CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(OC)cc2)cc1,ClCCl,0.502
CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(C)cc2)cc1,ClCCl,0.294
CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(Cl)cc2)cc1,ClCCl,0.247
CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(F)cc2)cc1,ClCCl,0.191
CCOC(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccc(C#N)cc2)cc1,ClCCl,0.258
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1,Cc1ccccc1,0.72
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1,C1CCOC1,0.73
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1,ClC(Cl)Cl,0.66
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1,ClCCl,0.67
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1,CC(C)=O,0.57
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1,CC#N,0.64
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1,CS(C)=O,0.52
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1,Cc1ccccc1,0.88
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1,C1CCOC1,0.75
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1,ClC(Cl)Cl,0.63
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1,ClCCl,0.56
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1,CC(C)=O,0.58
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1,CC#N,0.55
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccc(C)cc2)=CC(/C=C/c2ccc(C)cc2)=[O+]1,CS(C)=O,0.51
COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1,Cc1ccccc1,0.98
COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1,C1CCOC1,0.95
COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1,ClC(Cl)Cl,0.91
COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1,ClCCl,0.92
COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1,CC(C)=O,0.88
COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1,CC#N,0.85
COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1,CS(C)=O,0.83
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1,Cc1ccccc1,0.84
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1,C1CCOC1,0.75
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1,ClC(Cl)Cl,0.73
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1,ClCCl,0.64
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1,CC(C)=O,0.58
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1,CC#N,0.43
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2cccc3ccccc23)=CC(/C=C/c2cccc3ccccc23)=[O+]1,CS(C)=O,0.38
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1,Cc1ccccc1,0.74
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1,C1CCOC1,0.61
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1,ClC(Cl)Cl,0.47
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1,ClCCl,0.45
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1,CC(C)=O,0.41
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1,CC#N,0.33
CC(=O)O[B-]1(OC(C)=O)OC(/C=C/C=C/c2ccccc2)=CC(/C=C/C=C/c2ccccc2)=[O+]1,CS(C)=O,0.38
c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1,C1CCCCC1,0.18
c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1,CCCCOCCCC,0.25
c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1,C1CCOC1,0.39
c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1,CC(C)=O,0.37
c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1,CN(C)C=O,0.42
c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1,CC#N,0.41
CC1(C)C(=O)C=Cc2ccc(O)cc21,O,0.05
CC1(C)C(=O)C=Cc2ccc(N)cc21,O,0.14
CCNc1ccc2c(c1)C(C)(C)C(=O)C=C2,O,0.18
CN(C)c1ccc2c(c1)C(C)(C)C(=O)C=C2,O,0.13
CCN(CC)c1ccc2c(c1)C(C)(C)C(=O)C=C2,O,0.09
CC1(C)C(=O)C=Cc2ccc(N3CCC3)cc21,O,0.13
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,O,0.03
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,CO,0.24
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,CCO,0.23
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,CC(C)O,0.23
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,CCCCO,0.23
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,C1COCCO1,0.09
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,CCOC(C)=O,0.11
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,CC#N,0.25
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,CN(C)C=O,0.38
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,CS(C)=O,0.49
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,ClC(Cl)Cl,0.17
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,ClCCl,0.22
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,Cc1ccccc1,0.08
COc1ccc(-c2ccc(-c3ccc(C#N)s3)s2)cc1,C1CCCCC1,0.07
COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1,O,0.02
COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1,CO,0.1
COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1,CCO,0.1
COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1,CC(C)O,0.1
COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1,CCCCO,0.1
COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1,C1COCCO1,0.09
COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1,CCOC(C)=O,0.09
COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1,CC#N,0.11
COc1cc(OC)cc(-c2ccc(-c3ccc(C#N)s3)s2)c1,CN(C)C=O,0.12
